0,2,136.835663
0,6,155.948715
0,4,278.381042
0,73,283.911957
0,74,286.225433
0,8,293.630707
0,18,296.135101
0,78,298.435913
0,10,300.903625
0,20,301.912231
1,3,122.454071
1,14,129.973068
1,7,168.955612
1,5,264.463623
1,85,279.658722
1,62,285.511810
1,66,293.954071
1,9,294.815186
1,30,295.001709
1,19,297.161560
2,0,136.835663
2,6,215.879593
2,4,223.320404
2,74,274.981812
2,73,283.637085
2,18,286.366882
2,61,286.448944
2,78,286.569366
2,8,287.219421
2,12,287.864563
3,1,122.454071
3,14,141.393066
3,7,226.664948
3,5,249.803925
3,62,257.767334
3,85,288.388641
3,66,290.261963
3,11,291.791016
3,30,291.988007
3,19,293.649445
4,12,145.044815
4,2,223.320404
4,0,278.381042
4,71,284.954376
4,91,307.900970
4,60,309.583588
4,55,311.592682
4,59,311.958344
4,57,315.047607
4,20,315.107910
5,13,125.550789
5,3,249.803925
5,1,264.463623
5,14,275.099976
5,58,284.847321
5,19,292.349121
5,21,294.828766
5,7,297.430664
5,79,301.111267
5,11,301.496277
6,0,155.948715
6,2,215.879593
6,74,262.688019
6,29,282.285309
6,78,286.628693
6,10,287.807220
6,8,289.031128
6,18,294.271973
6,57,294.833862
6,70,298.958191
7,1,168.955612
7,14,196.989853
7,3,226.664948
7,75,261.994263
7,62,284.634857
7,78,285.998260
7,61,286.914612
7,10,289.292236
7,59,290.260223
7,86,290.439331
8,29,80.560539
8,20,112.800713
8,18,139.560028
8,10,140.655609
8,74,270.603027
8,2,287.219421
8,6,289.031128
8,75,292.993164
8,0,293.630707
8,85,295.013550
9,30,64.591019
9,21,102.708328
9,11,171.099380
9,19,178.955307
9,75,255.880829
9,86,259.293274
9,78,279.651581
9,69,279.982147
9,79,282.968201
9,58,284.248138
10,18,89.235641
10,8,140.655609
10,29,166.222748
10,20,191.838470
10,74,262.438568
10,75,283.487213
10,6,287.807220
10,7,289.292236
10,2,292.822479
10,78,294.222717
11,19,85.860352
11,30,168.401306
11,9,171.099380
11,21,214.046722
11,75,253.830658
11,58,284.763062
11,79,290.034485
11,86,290.058624
11,3,291.791016
11,1,299.133759
12,4,145.044815
12,2,287.864563
12,71,305.988556
12,91,309.158539
12,55,321.129272
12,0,323.035614
12,23,325.912567
12,57,326.645081
12,18,330.799042
12,15,331.137421
13,5,125.550789
13,58,301.507874
13,21,313.829559
13,3,314.361267
13,19,318.611053
13,1,319.571594
13,11,322.777008
13,14,325.897217
13,9,329.159546
13,17,330.761230
14,1,129.973068
14,3,141.393066
14,7,196.989853
14,5,275.099976
14,85,281.701965
14,62,282.991180
14,66,289.844788
14,51,294.776184
14,50,306.367432
14,54,309.394562
15,23,43.069710
15,12,331.137421
15,29,338.220337
15,82,341.071838
15,20,341.746979
15,8,343.084534
15,60,347.243439
15,4,348.071838
15,62,352.936249
15,85,353.864380
16,27,109.840797
16,2,296.676605
16,0,304.507812
16,73,329.634644
16,29,330.777863
16,6,331.289917
16,56,334.360596
16,8,337.742493
16,77,340.876801
16,20,349.985718
17,28,127.726273
17,91,267.725616
17,59,271.665222
17,58,307.600403
17,61,311.902222
17,79,314.235565
17,5,319.321167
17,31,325.685425
17,13,330.761230
17,75,331.134399
18,10,89.235641
18,8,139.560028
18,20,155.720901
18,29,173.887894
18,74,259.096497
18,2,286.366882
18,78,292.530334
18,57,294.066315
18,6,294.271973
18,75,295.604462
19,11,85.860352
19,30,177.214554
19,9,178.955307
19,21,202.938416
19,75,240.836044
19,58,287.565643
19,5,292.349121
19,86,292.571350
19,79,293.363251
19,3,293.649445
20,8,112.800713
20,18,155.720901
20,29,157.664200
20,10,191.838470
20,74,285.054382
20,85,287.702972
20,2,292.774658
20,73,297.043762
20,70,301.368530
20,0,301.912231
21,9,102.708328
21,30,130.640732
21,19,202.938416
21,11,214.046722
21,86,269.269379
21,75,271.071960
21,59,287.802002
21,58,289.820648
21,79,292.875397
21,5,294.828766
22,26,211.165817
22,43,259.426300
22,76,265.426086
22,97,352.078125
22,96,355.747101
22,93,359.936096
22,25,413.753540
22,42,432.242981
22,94,432.465027
22,24,453.553741
23,15,43.069710
23,12,325.912567
23,29,337.188385
23,20,337.561859
23,4,340.982391
23,8,341.215485
23,60,344.355927
23,82,345.188354
23,62,351.813873
23,85,351.967316
24,83,343.665527
24,96,356.487030
24,97,358.675354
24,94,360.237427
24,48,385.781036
24,36,387.186005
24,25,391.595459
24,67,392.407959
24,80,395.815613
24,98,396.376099
25,42,231.110367
25,84,309.465668
25,93,316.490112
25,96,328.280365
25,97,375.612823
25,81,381.226959
25,68,381.685730
25,99,381.928009
25,49,383.951813
25,37,386.577301
26,43,204.956100
26,22,211.165817
26,76,296.081085
26,97,316.098083
26,96,330.110596
26,93,336.242462
26,25,386.607025
26,42,412.302063
26,24,435.761414
26,94,437.672241
27,16,109.840797
27,29,349.088806
27,56,353.160034
27,8,361.049866
27,2,363.573914
27,77,363.694916
27,0,364.340515
27,73,366.461456
27,32,369.653900
27,52,369.813477
28,17,127.726273
28,91,300.431366
28,59,322.837433
28,5,337.016327
28,13,337.489258
28,58,345.120270
28,31,345.720978
28,86,349.665558
28,21,353.649536
28,79,355.378662
29,8,80.560539
29,20,157.664200
29,10,166.222748
29,18,173.887894
29,77,278.127655
